Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return 
AgentBrain,0.414,-18894.556,2.519,10294,0.460
AgentBrain,0.413,-18891.476,2.573,10243,0.459
AgentBrain,0.418,-18888.314,2.646,10456,0.459
AgentBrain,0.415,-18885.366,2.444,10308,0.458
AgentBrain,0.415,-18882.297,2.561,10248,0.458
AgentBrain,0.411,-18879.288,2.507,10268,0.457
AgentBrain,0.411,-18876.170,2.606,10264,0.457
AgentBrain,0.415,-18873.134,2.535,10488,0.457
AgentBrain,0.410,-18870.148,2.485,10301,0.456
AgentBrain,0.415,-18867.120,2.521,10446,0.456
AgentBrain,0.413,-18863.951,2.670,10268,0.455
AgentBrain,0.416,-18861.002,2.445,10284,0.455
AgentBrain,0.416,-18857.916,2.577,10339,0.455
AgentBrain,0.415,-18854.971,2.442,10256,0.454
AgentBrain,0.417,-18851.842,2.615,10318,0.454
AgentBrain,0.415,-18848.816,2.518,10274,0.453
AgentBrain,0.421,-18845.779,2.522,10455,0.453
AgentBrain,0.414,-18842.740,2.527,10282,0.453
AgentBrain,0.413,-18839.725,2.523,10337,0.452
AgentBrain,0.419,-18836.665,2.548,10267,0.452
AgentBrain,0.412,-18833.613,2.553,10346,0.452
AgentBrain,0.428,-18830.572,2.529,10359,0.451
AgentBrain,0.415,-18827.479,2.584,10307,0.451
AgentBrain,0.413,-18824.474,2.502,10339,0.450
AgentBrain,0.413,-18821.385,2.585,10428,0.450
AgentBrain,0.414,-18818.412,2.472,10286,0.450
AgentBrain,0.416,-18815.379,2.526,10320,0.449
AgentBrain,0.415,-18812.375,2.488,10342,0.449
AgentBrain,0.418,-18809.256,2.599,10364,0.448
AgentBrain,0.412,-18806.206,2.530,10257,0.448
AgentBrain,0.411,-18803.098,2.609,10262,0.448
AgentBrain,0.413,-18800.096,2.507,10260,0.447
AgentBrain,0.410,-18797.036,2.565,10260,0.447
AgentBrain,0.409,-18794.049,2.492,10272,0.447
AgentBrain,0.414,-18790.995,2.553,10304,0.446
AgentBrain,0.414,-18788.128,2.363,10387,0.446
AgentBrain,0.412,-18784.993,2.624,10354,0.445
AgentBrain,0.412,-18781.857,2.622,10263,0.445
AgentBrain,0.415,-18778.913,2.435,10296,0.445
AgentBrain,0.416,-18775.849,2.557,10276,0.444
AgentBrain,0.412,-18772.769,2.550,10362,0.444
AgentBrain,0.420,-18769.749,2.520,10634,0.443
AgentBrain,0.412,-18766.650,2.601,10261,0.443
AgentBrain,0.417,-18763.544,2.607,10337,0.443
AgentBrain,0.418,-18760.470,2.560,10341,0.442
AgentBrain,0.418,-18757.468,2.497,10298,0.442
AgentBrain,0.415,-18754.527,2.440,10325,0.442
AgentBrain,0.417,-18751.403,2.609,10362,0.441
AgentBrain,0.413,-18748.425,2.469,10267,0.441
AgentBrain,0.411,-18745.302,2.613,10334,0.440
AgentBrain,0.417,-18742.275,2.509,10447,0.440
AgentBrain,0.414,-18739.189,2.554,10282,0.440
AgentBrain,0.413,-18736.170,2.524,10433,0.439
AgentBrain,0.412,-18733.040,2.617,10261,0.439
AgentBrain,0.413,-18730.046,2.496,10285,0.439
AgentBrain,0.412,-18727.075,2.473,10269,0.438
AgentBrain,0.415,-18724.078,2.490,10272,0.438
AgentBrain,0.412,-18720.946,2.627,10276,0.438
AgentBrain,0.415,-18717.915,2.520,10445,0.437
AgentBrain,0.415,-18714.942,2.470,10263,0.437
AgentBrain,0.415,-18711.917,2.516,10291,0.437
AgentBrain,0.413,-18708.856,2.559,10282,0.436
AgentBrain,0.412,-18705.832,2.518,10275,0.436
AgentBrain,0.414,-18702.853,2.458,10256,0.436
AgentBrain,0.419,-18699.789,2.556,10391,0.435
AgentBrain,0.409,-18696.712,2.576,10275,0.435
AgentBrain,0.412,-18693.777,2.438,10291,0.435
AgentBrain,0.415,-18690.706,2.567,10269,0.434
AgentBrain,0.411,-18687.699,2.510,10269,0.434
AgentBrain,0.413,-18684.671,2.519,10338,0.433
AgentBrain,0.411,-18681.563,2.605,10289,0.433
AgentBrain,0.416,-18678.610,2.447,10246,0.433
AgentBrain,0.417,-18675.470,2.627,10256,0.432
AgentBrain,0.416,-18672.546,2.420,10431,0.432
AgentBrain,0.412,-18669.414,2.606,10332,0.432
AgentBrain,0.413,-18666.449,2.467,10269,0.431
AgentBrain,0.413,-18663.340,2.600,10299,0.431
AgentBrain,0.413,-18660.430,2.412,10246,0.431
AgentBrain,0.417,-18657.334,2.583,10417,0.430
AgentBrain,0.409,-18654.290,2.546,10260,0.430
AgentBrain,0.412,-18651.066,2.716,10364,0.430
AgentBrain,0.418,-18648.163,2.397,10455,0.429
AgentBrain,0.416,-18645.064,2.592,10469,0.429
AgentBrain,0.416,-18641.953,2.602,10372,0.429
AgentBrain,0.412,-18639.018,2.431,10356,0.428
AgentBrain,0.411,-18635.864,2.621,10263,0.428
AgentBrain,0.416,-18632.870,2.493,10371,0.428
AgentBrain,0.413,-18629.830,2.539,10263,0.427
AgentBrain,0.417,-18626.782,2.548,10403,0.427
AgentBrain,0.418,-18623.705,2.575,10256,0.427
AgentBrain,0.432,-18620.682,2.500,10403,0.426
AgentBrain,0.415,-18617.612,2.557,10302,0.426
AgentBrain,0.418,-18614.569,2.529,10275,0.426
AgentBrain,0.416,-18611.546,2.515,10314,0.425
AgentBrain,0.414,-18608.490,2.544,10285,0.425
AgentBrain,0.415,-18605.488,2.495,10283,0.425
AgentBrain,0.411,-18602.399,2.589,10268,0.424
AgentBrain,0.408,-18599.376,2.520,10320,0.424
AgentBrain,0.415,-18596.355,2.525,10305,0.424
AgentBrain,0.413,-18593.358,2.494,10302,0.424
AgentBrain,0.424,-18590.369,2.474,10346,0.423
AgentBrain,0.416,-18587.290,2.565,10347,0.423
AgentBrain,0.418,-18584.243,2.539,10276,0.423
AgentBrain,0.414,-18581.275,2.467,10269,0.423
AgentBrain,0.411,-18578.215,2.547,10269,0.422
AgentBrain,0.411,-18575.247,2.468,10278,0.422
AgentBrain,0.416,-18572.075,2.659,10319,0.422
AgentBrain,0.414,-18569.119,2.450,10278,0.421
AgentBrain,0.412,-18566.080,2.516,10298,0.421
AgentBrain,0.412,-18563.003,2.575,10259,0.421
AgentBrain,0.411,-18560.141,2.365,10293,0.420
AgentBrain,0.419,-18556.940,2.688,10340,0.420
AgentBrain,0.413,-18553.913,2.526,10261,0.420
AgentBrain,0.415,-18550.964,2.453,10443,0.420
AgentBrain,0.416,-18547.915,2.544,10357,0.419
AgentBrain,0.418,-18544.807,2.599,10244,0.419
AgentBrain,0.416,-18541.858,2.445,10389,0.419
AgentBrain,0.414,-18538.796,2.550,10296,0.418
AgentBrain,0.415,-18535.705,2.579,10269,0.418
AgentBrain,0.415,-18532.687,2.487,10277,0.418
AgentBrain,0.412,-18529.659,2.531,10293,0.418
AgentBrain,0.411,-18526.614,2.548,10355,0.417
AgentBrain,0.415,-18523.503,2.609,10462,0.417
AgentBrain,0.412,-18520.568,2.442,10285,0.417
AgentBrain,0.417,-18517.430,2.627,10315,0.416
AgentBrain,0.414,-18514.398,2.531,10373,0.416
AgentBrain,0.411,-18511.445,2.461,10278,0.416
AgentBrain,0.414,-18508.414,2.524,10244,0.416
AgentBrain,0.412,-18505.466,2.445,10257,0.415
AgentBrain,0.411,-18502.333,2.627,10264,0.415
AgentBrain,0.411,-18499.305,2.522,10270,0.415
AgentBrain,0.420,-18496.279,2.499,10467,0.414
AgentBrain,0.414,-18493.193,2.578,10318,0.414
AgentBrain,0.417,-18490.169,2.516,10262,0.414
AgentBrain,0.413,-18487.172,2.491,10266,0.414
AgentBrain,0.411,-18484.150,2.524,10314,0.413
AgentBrain,0.411,-18481.098,2.548,10363,0.413
AgentBrain,0.412,-18478.133,2.465,10325,0.413
AgentBrain,0.413,-18474.995,2.630,10288,0.412
AgentBrain,0.412,-18472.083,2.408,10251,0.412
AgentBrain,0.414,-18468.938,2.633,10304,0.412
AgentBrain,0.417,-18466.019,2.406,10256,0.412
AgentBrain,0.416,-18462.930,2.569,10344,0.411
AgentBrain,0.419,-18459.856,2.557,10486,0.411
AgentBrain,0.415,-18456.716,2.630,10356,0.411
AgentBrain,0.417,-18453.780,2.434,10398,0.411
AgentBrain,0.413,-18450.722,2.554,10333,0.410
AgentBrain,0.409,-18447.736,2.490,10268,0.410
AgentBrain,0.412,-18444.657,2.569,10352,0.410
AgentBrain,0.411,-18441.646,2.504,10330,0.409
AgentBrain,0.420,-18438.630,2.504,10459,0.409
AgentBrain,0.413,-18435.541,2.585,10297,0.409
AgentBrain,0.413,-18432.488,2.548,10262,0.409
AgentBrain,0.413,-18429.512,2.468,10258,0.408
AgentBrain,0.414,-18426.431,2.572,10388,0.408
AgentBrain,0.412,-18423.366,2.569,10255,0.408
AgentBrain,0.416,-18420.461,2.403,10412,0.408
AgentBrain,0.416,-18417.407,2.542,10397,0.407
AgentBrain,0.416,-18414.243,2.653,10268,0.407
AgentBrain,0.420,-18411.268,2.470,10350,0.407
AgentBrain,0.418,-18408.198,2.557,10460,0.407
AgentBrain,0.416,-18405.140,2.553,10457,0.406
AgentBrain,0.410,-18402.118,2.521,10333,0.406
AgentBrain,0.412,-18399.035,2.579,10336,0.406
AgentBrain,0.421,-18396.054,2.471,10372,0.406
AgentBrain,0.411,-18392.990,2.543,10281,0.405
AgentBrain,0.413,-18389.961,2.525,10466,0.405
AgentBrain,0.416,-18386.965,2.496,10314,0.405
AgentBrain,0.416,-18383.864,2.594,10335,0.405
AgentBrain,0.418,-18380.799,2.555,10292,0.405
AgentBrain,0.414,-18377.858,2.436,10399,0.404
AgentBrain,0.418,-18374.774,2.576,10319,0.404
AgentBrain,0.413,-18371.777,2.495,10262,0.404
AgentBrain,0.415,-18368.725,2.538,10358,0.404
AgentBrain,0.421,-18365.660,2.549,10270,0.403
AgentBrain,0.418,-18362.714,2.438,10333,0.403
AgentBrain,0.416,-18359.606,2.596,10405,0.403
AgentBrain,0.410,-18356.607,2.505,10247,0.403
AgentBrain,0.412,-18353.565,2.540,10244,0.402
AgentBrain,0.425,-18350.592,2.461,10355,0.402
AgentBrain,0.414,-18347.549,2.542,10243,0.402
AgentBrain,0.414,-18344.561,2.489,10305,0.402
AgentBrain,0.412,-18341.517,2.548,10274,0.401
AgentBrain,0.417,-18338.461,2.539,10351,0.401
AgentBrain,0.410,-18335.487,2.479,10262,0.401
AgentBrain,0.416,-18332.465,2.511,10273,0.401
AgentBrain,0.414,-18329.405,2.540,10258,0.401
AgentBrain,0.412,-18326.254,2.492,10258,0.400
AgentBrain,0.412,-18323.271,2.485,10303,0.400
AgentBrain,0.410,-18320.224,2.550,10406,0.400
AgentBrain,0.408,-18317.206,2.522,10254,0.400
AgentBrain,0.411,-18314.167,2.536,10284,0.399
AgentBrain,0.414,-18311.150,2.511,10335,0.399
AgentBrain,0.407,-18308.134,2.523,10263,0.399
AgentBrain,0.414,-18305.145,2.479,10391,0.399
AgentBrain,0.418,-18302.027,2.595,10584,0.399
AgentBrain,0.412,-18299.006,2.513,10353,0.398
AgentBrain,0.412,-18295.883,2.615,10324,0.398
AgentBrain,0.416,-18292.785,2.582,10505,0.398
AgentBrain,0.421,-18289.716,2.552,10310,0.398
AgentBrain,0.408,-18286.764,2.463,10406,0.397
AgentBrain,0.410,-18283.777,2.488,10271,0.397
AgentBrain,0.413,-18280.787,2.485,10378,0.397
AgentBrain,0.415,-18277.693,2.587,10458,0.397
AgentBrain,0.414,-18274.527,2.663,10460,0.397
AgentBrain,0.413,-18271.585,2.446,10261,0.396
AgentBrain,0.418,-18268.618,2.460,10430,0.396
AgentBrain,0.419,-18265.420,2.678,10314,0.396
AgentBrain,0.410,-18262.422,2.499,10306,0.396
AgentBrain,0.408,-18259.469,2.458,10259,0.395
AgentBrain,0.415,-18256.395,2.542,10360,0.395
AgentBrain,0.416,-18253.307,2.585,10388,0.395
AgentBrain,0.411,-18250.344,2.464,10244,0.395
AgentBrain,0.416,-18247.365,2.477,10384,0.394
AgentBrain,0.409,-18244.350,2.517,10256,0.394
AgentBrain,0.409,-18241.238,2.610,10423,0.394
AgentBrain,0.413,-18238.159,2.582,10434,0.394
AgentBrain,0.412,-18235.139,2.516,10287,0.394
AgentBrain,0.410,-18232.175,2.463,10252,0.393
AgentBrain,0.410,-18229.119,2.554,10317,0.393
AgentBrain,0.418,-18226.026,2.574,10678,0.393
AgentBrain,0.412,-18223.054,2.465,10369,0.393
AgentBrain,0.414,-18219.921,2.632,10315,0.393
AgentBrain,0.411,-18216.883,2.538,10304,0.392
AgentBrain,0.412,-18213.999,2.380,10265,0.392
AgentBrain,0.410,-18210.985,2.518,10251,0.392
AgentBrain,0.413,-18207.905,2.580,10289,0.392
AgentBrain,0.408,-18204.864,2.538,10246,0.391
AgentBrain,0.411,-18201.870,2.493,10341,0.391
AgentBrain,0.417,-18198.786,2.574,10268,0.391
AgentBrain,0.413,-18195.810,2.472,10325,0.391
AgentBrain,0.410,-18192.960,2.359,10261,0.391
AgentBrain,0.413,-18189.840,2.611,10243,0.390
AgentBrain,0.416,-18186.911,2.410,10244,0.390
AgentBrain,0.413,-18183.804,2.609,10317,0.390
AgentBrain,0.414,-18180.814,2.488,10278,0.390
AgentBrain,0.412,-18177.794,2.519,10245,0.390
AgentBrain,0.411,-18174.714,2.576,10289,0.389
AgentBrain,0.413,-18171.751,2.456,10318,0.389
AgentBrain,0.412,-18168.640,2.609,10252,0.389
AgentBrain,0.413,-18165.740,2.402,10310,0.389
AgentBrain,0.413,-18162.763,2.476,10280,0.389
AgentBrain,0.414,-18159.552,2.699,10450,0.388
AgentBrain,0.409,-18156.701,2.349,10255,0.388
AgentBrain,0.416,-18153.567,2.603,10338,0.388
AgentBrain,0.415,-18150.573,2.497,10301,0.388
AgentBrain,0.410,-18147.456,2.621,10358,0.388
AgentBrain,0.418,-18144.447,2.506,10335,0.388
AgentBrain,0.413,-18141.510,2.431,10264,0.387
AgentBrain,0.416,-18138.448,2.555,10277,0.387
AgentBrain,0.413,-18135.493,2.446,10343,0.387
AgentBrain,0.410,-18132.414,2.570,10274,0.387
AgentBrain,0.415,-18129.328,2.580,10331,0.387
AgentBrain,0.412,-18126.330,2.491,10395,0.386
AgentBrain,0.410,-18123.390,2.438,10296,0.386
AgentBrain,0.412,-18120.183,2.670,10287,0.386
AgentBrain,0.415,-18117.308,2.373,10275,0.386
AgentBrain,0.411,-18114.160,2.647,10242,0.386
AgentBrain,0.413,-18111.222,2.445,10406,0.385
AgentBrain,0.413,-18108.136,2.583,10314,0.385
AgentBrain,0.412,-18105.170,2.462,10271,0.385
AgentBrain,0.415,-18102.175,2.486,10444,0.385
AgentBrain,0.414,-18099.123,2.545,10251,0.385
AgentBrain,0.412,-18096.054,2.563,10423,0.384
AgentBrain,0.415,-18093.090,2.457,10353,0.384
AgentBrain,0.413,-18089.933,2.649,10320,0.384
AgentBrain,0.418,-18086.946,2.481,10274,0.384
AgentBrain,0.410,-18083.969,2.463,10311,0.384
AgentBrain,0.413,-18080.981,2.494,10399,0.384
AgentBrain,0.419,-18077.985,2.494,10401,0.383
AgentBrain,0.414,-18074.935,2.551,10268,0.383
AgentBrain,0.414,-18071.797,2.632,10268,0.383
AgentBrain,0.415,-18068.851,2.445,10414,0.383
AgentBrain,0.415,-18065.758,2.581,10313,0.383
AgentBrain,0.425,-18062.733,2.512,10368,0.383
AgentBrain,0.425,-18059.685,2.531,10252,0.382
AgentBrain,0.415,-18056.703,2.470,10263,0.382
AgentBrain,0.409,-18053.790,2.409,10294,0.382
AgentBrain,0.425,-18050.527,2.729,10308,0.382
AgentBrain,0.413,-18047.590,2.440,10288,0.382
AgentBrain,0.412,-18044.519,2.569,10300,0.381
AgentBrain,0.414,-18041.610,2.404,10277,0.381
AgentBrain,0.418,-18038.656,2.442,10306,0.381
AgentBrain,0.415,-18035.607,2.541,10268,0.381
AgentBrain,0.418,-18032.545,2.554,10400,0.381
AgentBrain,0.419,-18029.510,2.522,10424,0.380
AgentBrain,0.420,-18026.404,2.590,10455,0.380
AgentBrain,0.410,-18023.413,2.493,10270,0.380
AgentBrain,0.421,-18020.346,2.541,10264,0.380
AgentBrain,0.412,-18017.332,2.487,10358,0.380
AgentBrain,0.417,-18014.228,2.596,10368,0.380
AgentBrain,0.415,-18011.186,2.536,10299,0.379
AgentBrain,0.414,-18008.236,2.448,10364,0.379
AgentBrain,0.411,-18005.250,2.488,10353,0.379
AgentBrain,0.407,-18002.205,2.550,10274,0.379
AgentBrain,0.412,-17999.162,2.538,10254,0.379
AgentBrain,0.413,-17996.153,2.509,10246,0.379
AgentBrain,0.412,-17993.183,2.464,10272,0.378
AgentBrain,0.414,-17990.220,2.461,10283,0.378
AgentBrain,0.412,-17987.217,2.492,10345,0.378
AgentBrain,0.420,-17984.128,2.576,10525,0.378
AgentBrain,0.409,-17981.062,2.543,10264,0.378
AgentBrain,0.418,-17978.045,2.516,10320,0.378
AgentBrain,0.412,-17974.999,2.545,10305,0.378
AgentBrain,0.413,-17971.954,2.534,10370,0.377
AgentBrain,0.416,-17968.925,2.519,10457,0.377
AgentBrain,0.417,-17966.021,2.400,10281,0.377
AgentBrain,0.410,-17963.004,2.512,10280,0.377
AgentBrain,0.414,-17959.945,2.545,10404,0.377
AgentBrain,0.416,-17956.836,2.597,10322,0.377
AgentBrain,0.411,-17953.842,2.493,10298,0.376
AgentBrain,0.416,-17950.799,2.537,10285,0.376
AgentBrain,0.409,-17947.762,2.518,10331,0.376
AgentBrain,0.414,-17944.638,2.612,10413,0.376
AgentBrain,0.410,-17941.798,2.343,10278,0.376
AgentBrain,0.410,-17938.805,2.494,10323,0.376
AgentBrain,0.426,-17935.770,2.516,10252,0.375
AgentBrain,0.411,-17932.710,2.558,10381,0.375
AgentBrain,0.415,-17929.648,2.557,10314,0.375
AgentBrain,0.427,-17926.586,2.540,10311,0.375
AgentBrain,0.414,-17923.621,2.457,10276,0.375
AgentBrain,0.424,-17920.527,2.575,10700,0.375
AgentBrain,0.416,-17917.485,2.532,10267,0.374
AgentBrain,0.412,-17914.342,2.624,10343,0.374
AgentBrain,0.410,-17911.466,2.386,10315,0.374
AgentBrain,0.413,-17908.387,2.570,10341,0.374
AgentBrain,0.418,-17905.369,2.514,10280,0.374
AgentBrain,0.417,-17902.386,2.468,10329,0.374
AgentBrain,0.414,-17899.339,2.547,10284,0.373
AgentBrain,0.413,-17896.439,2.399,10249,0.373
AgentBrain,0.414,-17893.323,2.606,10298,0.373
AgentBrain,0.419,-17890.294,2.521,10569,0.373
AgentBrain,0.412,-17887.297,2.491,10250,0.373
AgentBrain,0.412,-17884.218,2.570,10339,0.373
AgentBrain,0.412,-17881.254,2.458,10262,0.373
AgentBrain,0.416,-17878.183,2.540,10241,0.372
AgentBrain,0.415,-17875.155,2.529,10357,0.372
AgentBrain,0.411,-17872.146,2.506,10310,0.372
AgentBrain,0.412,-17869.099,2.542,10332,0.372
AgentBrain,0.410,-17866.082,2.523,10305,0.372
AgentBrain,0.411,-17863.124,2.462,10253,0.372
AgentBrain,0.409,-17860.091,2.535,10328,0.371
AgentBrain,0.409,-17857.048,2.543,10267,0.371
AgentBrain,0.411,-17854.055,2.486,10261,0.371
AgentBrain,0.416,-17851.094,2.451,10333,0.371
AgentBrain,0.412,-17847.991,2.593,10269,0.371
AgentBrain,0.414,-17845.084,2.379,10384,0.371
AgentBrain,0.414,-17841.957,2.621,10361,0.371
AgentBrain,0.416,-17839.036,2.415,10376,0.370
AgentBrain,0.412,-17835.991,2.542,10317,0.370
AgentBrain,0.416,-17832.950,2.536,10299,0.370
AgentBrain,0.415,-17829.981,2.465,10399,0.370
AgentBrain,0.412,-17826.906,2.567,10249,0.370
AgentBrain,0.418,-17823.946,2.453,10293,0.370
AgentBrain,0.414,-17820.802,2.631,10376,0.369
AgentBrain,0.415,-17817.898,2.397,10309,0.369
AgentBrain,0.412,-17814.793,2.599,10333,0.369
AgentBrain,0.411,-17811.811,2.476,10280,0.369
AgentBrain,0.412,-17808.779,2.524,10253,0.369
AgentBrain,0.412,-17805.883,2.400,10251,0.369
AgentBrain,0.412,-17802.866,2.508,10263,0.368
AgentBrain,0.411,-17799.830,2.527,10296,0.368
AgentBrain,0.417,-17796.803,2.522,10426,0.368
AgentBrain,0.415,-17793.796,2.504,10391,0.368
AgentBrain,0.411,-17790.746,2.549,10276,0.368
AgentBrain,0.412,-17787.701,2.536,10333,0.368
AgentBrain,0.409,-17784.743,2.462,10243,0.367
AgentBrain,0.413,-17781.678,2.556,10326,0.367
AgentBrain,0.410,-17778.820,2.360,10248,0.367
AgentBrain,0.411,-17775.734,2.566,10253,0.367
AgentBrain,0.409,-17772.663,2.572,10255,0.367
AgentBrain,0.414,-17769.702,2.467,10387,0.367
AgentBrain,0.415,-17766.642,2.553,10345,0.367
AgentBrain,0.407,-17763.599,2.551,10261,0.366
AgentBrain,0.412,-17760.615,2.478,10256,0.366
AgentBrain,0.416,-17757.550,2.561,10317,0.366
AgentBrain,0.413,-17754.691,2.355,10280,0.366
AgentBrain,0.409,-17751.656,2.535,10248,0.366
AgentBrain,0.413,-17748.623,2.525,10400,0.366
AgentBrain,0.412,-17745.631,2.483,10260,0.366
AgentBrain,0.415,-17742.506,2.593,10400,0.365
AgentBrain,0.411,-17739.622,2.398,10336,0.365
AgentBrain,0.412,-17736.554,2.568,10258,0.365
AgentBrain,0.414,-17733.630,2.426,10273,0.365
AgentBrain,0.412,-17730.553,2.565,10294,0.365
AgentBrain,0.411,-17727.596,2.457,10309,0.365
AgentBrain,0.417,-17724.493,2.601,10449,0.365
AgentBrain,0.411,-17721.417,2.566,10271,0.365
AgentBrain,0.412,-17718.527,2.391,10307,0.364
AgentBrain,0.411,-17715.509,2.513,10452,0.364
AgentBrain,0.412,-17712.405,2.590,10319,0.364
AgentBrain,0.410,-17709.411,2.491,10256,0.364
AgentBrain,0.412,-17706.402,2.481,10332,0.364
AgentBrain,0.417,-17703.442,2.462,10259,0.364
AgentBrain,0.410,-17700.462,2.487,10259,0.363
AgentBrain,0.416,-17697.302,2.651,10386,0.363
AgentBrain,0.413,-17694.398,2.399,10495,0.363
AgentBrain,0.413,-17691.329,2.560,10296,0.363
AgentBrain,0.413,-17688.308,2.522,10346,0.363
AgentBrain,0.411,-17685.320,2.481,10313,0.363
AgentBrain,0.413,-17682.223,2.583,10365,0.363
AgentBrain,0.417,-17679.278,2.442,10462,0.363
AgentBrain,0.408,-17676.215,2.557,10253,0.362
AgentBrain,0.413,-17673.235,2.453,10299,0.362
AgentBrain,0.414,-17670.251,2.483,10316,0.362
AgentBrain,0.416,-17667.177,2.563,10279,0.362
AgentBrain,0.419,-17664.187,2.486,10324,0.362
AgentBrain,0.414,-17661.304,2.389,10281,0.362
AgentBrain,0.411,-17658.258,2.549,10248,0.362
AgentBrain,0.413,-17655.193,2.565,10283,0.362
AgentBrain,0.417,-17652.227,2.456,10300,0.361
AgentBrain,0.417,-17649.047,2.666,10564,0.361
AgentBrain,0.414,-17646.168,2.377,10366,0.361
AgentBrain,0.416,-17642.979,2.671,10368,0.361
AgentBrain,0.415,-17640.093,2.378,10302,0.361
AgentBrain,0.417,-17637.077,2.491,10329,0.361
AgentBrain,0.413,-17634.022,2.549,10274,0.361
AgentBrain,0.412,-17631.063,2.459,10337,0.361
AgentBrain,0.422,-17627.952,2.598,10512,0.361
AgentBrain,0.416,-17624.918,2.527,10297,0.360
AgentBrain,0.411,-17622.020,2.402,10250,0.360
AgentBrain,0.409,-17618.951,2.571,10250,0.360
AgentBrain,0.411,-17615.971,2.476,10366,0.360
AgentBrain,0.414,-17612.897,2.567,10263,0.360
AgentBrain,0.416,-17609.869,2.515,10315,0.360
AgentBrain,0.417,-17606.812,2.545,10443,0.360
AgentBrain,0.413,-17603.857,2.435,10302,0.359
AgentBrain,0.413,-17600.851,2.499,10284,0.359
AgentBrain,0.417,-17597.885,2.462,10473,0.359
AgentBrain,0.414,-17594.625,2.739,10359,0.359
AgentBrain,0.413,-17591.720,2.403,10273,0.359
AgentBrain,0.413,-17588.793,2.422,10294,0.359
AgentBrain,0.415,-17585.766,2.515,10269,0.359
AgentBrain,0.416,-17582.739,2.519,10384,0.359
AgentBrain,0.414,-17579.714,2.513,10278,0.358
AgentBrain,0.418,-17576.801,2.406,10322,0.358
AgentBrain,0.413,-17573.670,2.620,10286,0.358
AgentBrain,0.423,-17570.584,2.559,10276,0.358
AgentBrain,0.411,-17567.717,2.377,10265,0.358
AgentBrain,0.416,-17564.622,2.589,10424,0.358
AgentBrain,0.413,-17561.630,2.491,10316,0.358
AgentBrain,0.411,-17558.589,2.540,10273,0.357
AgentBrain,0.415,-17555.544,2.542,10289,0.357
AgentBrain,0.416,-17552.598,2.444,10355,0.357
AgentBrain,0.419,-17549.680,2.416,10246,0.357
AgentBrain,0.414,-17546.631,2.544,10309,0.357
AgentBrain,0.414,-17543.554,2.561,10294,0.357
AgentBrain,0.427,-17540.598,2.437,10340,0.357
AgentBrain,0.413,-17537.515,2.570,10412,0.357
AgentBrain,0.416,-17534.468,2.521,10261,0.356
AgentBrain,0.415,-17531.411,2.550,10346,0.356
AgentBrain,0.417,-17528.504,2.407,10338,0.356
AgentBrain,0.415,-17525.432,2.564,10331,0.356
AgentBrain,0.409,-17522.416,2.513,10270,0.356
AgentBrain,0.412,-17519.361,2.550,10290,0.356
AgentBrain,0.414,-17516.358,2.494,10456,0.356
AgentBrain,0.410,-17513.284,2.572,10269,0.355
AgentBrain,0.416,-17510.314,2.461,10361,0.355
AgentBrain,0.409,-17507.264,2.543,10322,0.355
AgentBrain,0.414,-17504.268,2.488,10334,0.355
AgentBrain,0.411,-17501.216,2.525,10305,0.355
AgentBrain,0.413,-17498.199,2.517,10291,0.355
AgentBrain,0.413,-17495.076,2.615,10270,0.355
AgentBrain,0.412,-17492.202,2.376,10265,0.355
AgentBrain,0.409,-17489.161,2.539,10274,0.354
AgentBrain,0.410,-17486.233,2.429,10355,0.354
AgentBrain,0.412,-17483.130,2.596,10439,0.354
AgentBrain,0.412,-17480.130,2.496,10298,0.354
AgentBrain,0.411,-17477.166,2.460,10294,0.354
AgentBrain,0.409,-17474.110,2.557,10278,0.354
AgentBrain,0.417,-17471.084,2.509,10449,0.354
AgentBrain,0.413,-17468.063,2.510,10342,0.353
AgentBrain,0.413,-17465.119,2.425,10327,0.353
AgentBrain,0.414,-17461.959,2.651,10310,0.353
AgentBrain,0.408,-17459.036,2.429,10266,0.353
AgentBrain,0.414,-17455.903,2.621,10330,0.353
AgentBrain,0.413,-17452.978,2.428,10390,0.353
AgentBrain,0.417,-17449.972,2.501,10373,0.353
AgentBrain,0.410,-17446.948,2.523,10308,0.352
AgentBrain,0.415,-17443.812,2.624,10278,0.352
AgentBrain,0.412,-17440.929,2.379,10329,0.352
AgentBrain,0.410,-17437.741,2.674,10287,0.352
AgentBrain,0.418,-17434.885,2.351,10346,0.352
AgentBrain,0.411,-17431.741,2.624,10417,0.352
AgentBrain,0.413,-17428.853,2.385,10284,0.352
AgentBrain,0.407,-17425.903,2.459,10287,0.352
AgentBrain,0.414,-17422.827,2.562,10274,0.352
AgentBrain,0.412,-17419.747,2.582,10278,0.351
AgentBrain,0.408,-17416.769,2.474,10317,0.351
AgentBrain,0.413,-17413.801,2.461,10287,0.351
AgentBrain,0.413,-17410.759,2.539,10371,0.351
AgentBrain,0.414,-17407.742,2.514,10309,0.351
AgentBrain,0.415,-17404.753,2.484,10356,0.351
AgentBrain,0.417,-17401.674,2.568,10313,0.351
AgentBrain,0.412,-17398.738,2.425,10241,0.351
AgentBrain,0.418,-17395.718,2.517,10295,0.350
AgentBrain,0.417,-17392.742,2.470,10291,0.350
AgentBrain,0.411,-17389.564,2.673,10253,0.350
